provider,plan_details,user_id,payment_history
Maxis,RM88 Monthly Plan,dfca7028-ffde-4106-8ea9-7ae4d3a1171c,"[{""month"": ""2024-11"", ""amount"": 225.81, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 114.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 54.24, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 121.4, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 444.25, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 86.87, ""status"": ""Paid""}]"
UMobile,RM115 Monthly Plan,d79f30d0-cac1-4c14-a8c7-99a9c298f40b,"[{""month"": ""2024-11"", ""amount"": 463.83, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 358.63, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 370.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 307.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 496.13, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 354.95, ""status"": ""Paid""}]"
UMobile,RM132 Monthly Plan,b982d807-0558-4c70-8663-6b6f8fa557be,"[{""month"": ""2024-11"", ""amount"": 190.37, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 255.19, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 312.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 372.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 211.58, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 129.24, ""status"": ""Paid""}]"
Digi,RM34 Monthly Plan,ccd68b23-43ff-43e4-aca7-5b03b0bac4b4,"[{""month"": ""2024-11"", ""amount"": 456.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 148.74, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 446.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 249.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 418.09, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 163.11, ""status"": ""Paid""}]"
UMobile,RM45 Monthly Plan,03eb9a26-9ed7-4126-a96a-e715a113f1f5,"[{""month"": ""2024-11"", ""amount"": 419.5, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 382.64, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 374.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 478.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 461.45, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 421.64, ""status"": ""Paid""}]"
Maxis,RM67 Monthly Plan,dc451fd4-e75f-41a5-b95c-c3ac37266ed6,"[{""month"": ""2024-11"", ""amount"": 383.26, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 306.3, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 283.71, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 481.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 477.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 156.27, ""status"": ""Late""}]"
Digi,RM50 Monthly Plan,4e769554-f53c-4e53-85e3-74b8bda5b98d,"[{""month"": ""2024-11"", ""amount"": 189.48, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 476.21, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 377.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 407.22, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.12, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 159.98, ""status"": ""Paid""}]"
UMobile,RM48 Monthly Plan,471e0f8b-70e2-462d-bd36-363235870da1,"[{""month"": ""2024-11"", ""amount"": 78.77, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 421.7, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 434.96, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 339.74, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 422.82, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 231.37, ""status"": ""Pending""}]"
UMobile,RM144 Monthly Plan,8cfc3ea8-2290-45e7-b04e-34896aff5428,"[{""month"": ""2024-11"", ""amount"": 306.68, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 257.9, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 120.96, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 186.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 174.58, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 391.47, ""status"": ""Paid""}]"
UMobile,RM81 Monthly Plan,b272485d-e285-49b7-8efd-b5507b450cef,"[{""month"": ""2024-11"", ""amount"": 349.47, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 192.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 96.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 432.17, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 325.9, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 405.2, ""status"": ""Paid""}]"
Maxis,RM67 Monthly Plan,b397fdef-eca9-426a-8597-f0c71a1b07aa,"[{""month"": ""2024-11"", ""amount"": 187.59, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 123.46, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 385.22, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 390.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 152.48, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 245.42, ""status"": ""Paid""}]"
Digi,RM61 Monthly Plan,65d3d42f-c027-486a-b6d5-f67717eedacb,"[{""month"": ""2024-11"", ""amount"": 434.14, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 424.59, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 295.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 106.53, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 115.7, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 126.91, ""status"": ""Paid""}]"
Celcom,RM52 Monthly Plan,f6dfe213-88ba-4a9f-96bb-88b5a26d94f5,"[{""month"": ""2024-11"", ""amount"": 465.87, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 408.1, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 470.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 447.59, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 222.94, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 488.84, ""status"": ""Paid""}]"
Maxis,RM122 Monthly Plan,8acca62b-ddee-4877-938d-7e833a6c8a31,"[{""month"": ""2024-11"", ""amount"": 453.53, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 329.88, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 383.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 55.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 127.02, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 238.49, ""status"": ""Paid""}]"
UMobile,RM39 Monthly Plan,189ee81e-cc71-4d58-948d-f107b6cf727b,"[{""month"": ""2024-11"", ""amount"": 95.7, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 476.72, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 120.57, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 317.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 163.43, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 402.07, ""status"": ""Paid""}]"
Maxis,RM119 Monthly Plan,12dd6344-5433-45a3-9ee8-fdd1024f5a7e,"[{""month"": ""2024-11"", ""amount"": 94.85, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 195.23, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 454.39, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 312.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 344.47, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 234.95, ""status"": ""Paid""}]"
UMobile,RM61 Monthly Plan,32c278a5-41b8-4998-999a-51fc34e00f8c,"[{""month"": ""2024-11"", ""amount"": 265.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 340.73, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 404.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 81.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 360.08, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 156.56, ""status"": ""Paid""}]"
UMobile,RM101 Monthly Plan,313f7d51-190d-413b-8e53-a020c54f07be,"[{""month"": ""2024-11"", ""amount"": 175.47, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 429.76, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 91.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 411.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 347.61, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 58.4, ""status"": ""Late""}]"
Digi,RM53 Monthly Plan,ca774345-9270-4a9f-8b71-edeba4d42e95,"[{""month"": ""2024-11"", ""amount"": 165.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 381.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 293.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 271.46, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 173.94, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 255.1, ""status"": ""Paid""}]"
Digi,RM52 Monthly Plan,849ea3b9-2c71-4d31-9315-eef8e2105e2c,"[{""month"": ""2024-11"", ""amount"": 396.71, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 111.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 192.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 172.63, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 61.61, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 462.39, ""status"": ""Paid""}]"
UMobile,RM88 Monthly Plan,f8cadce5-11a6-4608-8a34-e7a35161b23c,"[{""month"": ""2024-11"", ""amount"": 466.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 203.23, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 171.5, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 199.45, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 112.81, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 258.71, ""status"": ""Paid""}]"
UMobile,RM102 Monthly Plan,4f178c26-ec17-4dd7-acc7-8d90b32bb929,"[{""month"": ""2024-11"", ""amount"": 318.46, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 470.93, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 121.11, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 107.86, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 147.12, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 472.5, ""status"": ""Paid""}]"
Digi,RM93 Monthly Plan,d61aab3a-8c2a-46d8-893d-45f72fc2a833,"[{""month"": ""2024-11"", ""amount"": 357.05, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 382.87, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 402.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 129.49, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 111.16, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 199.47, ""status"": ""Paid""}]"
Maxis,RM46 Monthly Plan,e3d43e66-5675-4a88-9385-3c3f59012ca4,"[{""month"": ""2024-11"", ""amount"": 172.16, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 102.77, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 229.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 275.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 237.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 155.26, ""status"": ""Paid""}]"
Digi,RM142 Monthly Plan,2a45be64-7bab-45bd-a349-2df3cc7e1d20,"[{""month"": ""2024-11"", ""amount"": 486.48, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 97.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 314.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 409.6, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 152.84, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 150.79, ""status"": ""Paid""}]"
Celcom,RM90 Monthly Plan,95a7e070-70c1-4d0d-b96e-071f74df1cfe,"[{""month"": ""2024-11"", ""amount"": 486.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 344.4, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 155.75, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 153.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 217.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 497.53, ""status"": ""Paid""}]"
Maxis,RM81 Monthly Plan,93e89a5d-87d2-4ac4-8313-2db1cf2447e9,"[{""month"": ""2024-11"", ""amount"": 97.22, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 125.63, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 424.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 230.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 292.7, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 170.29, ""status"": ""Paid""}]"
Digi,RM38 Monthly Plan,452dc02a-737f-4baa-b44a-ff47ec682907,"[{""month"": ""2024-11"", ""amount"": 196.96, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 406.42, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 446.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 362.99, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 132.08, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 446.68, ""status"": ""Paid""}]"
Maxis,RM56 Monthly Plan,50de17ca-d78f-4c18-b155-5fe76c7bae6f,"[{""month"": ""2024-11"", ""amount"": 412.92, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 239.39, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 173.18, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 236.08, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 254.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 310.61, ""status"": ""Paid""}]"
UMobile,RM36 Monthly Plan,2cd2d85e-36ee-44a4-a7a8-1ec132692adc,"[{""month"": ""2024-11"", ""amount"": 403.26, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 150.24, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 469.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 150.94, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 380.87, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 461.26, ""status"": ""Paid""}]"
Celcom,RM93 Monthly Plan,2ce6712a-78ca-4444-a051-e9a66f53760c,"[{""month"": ""2024-11"", ""amount"": 176.5, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 445.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 362.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 91.53, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 372.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 80.81, ""status"": ""Paid""}]"
Maxis,RM77 Monthly Plan,66d8bef7-dd09-42d4-ac2b-fbd1564ca750,"[{""month"": ""2024-11"", ""amount"": 195.65, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 231.25, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 280.2, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 112.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 383.09, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 440.07, ""status"": ""Paid""}]"
Maxis,RM89 Monthly Plan,12d4b5e6-3a6c-4b31-ad45-54bc1031cc66,"[{""month"": ""2024-11"", ""amount"": 296.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 56.64, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 191.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 225.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 189.1, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 499.44, ""status"": ""Paid""}]"
Maxis,RM108 Monthly Plan,a5029248-b59d-4009-acb6-b1bac6b8311e,"[{""month"": ""2024-11"", ""amount"": 338.28, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 298.63, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 469.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 463.38, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 127.98, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 129.1, ""status"": ""Paid""}]"
UMobile,RM83 Monthly Plan,d528cc6c-53ba-4ea6-836a-c2725bb4def1,"[{""month"": ""2024-11"", ""amount"": 411.86, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 374.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 105.65, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.5, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 313.41, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 471.66, ""status"": ""Paid""}]"
Celcom,RM41 Monthly Plan,1a20dfa7-28df-4dd8-a0a5-8c4e5e8a6a0b,"[{""month"": ""2024-11"", ""amount"": 218.7, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 260.87, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 163.03, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 194.52, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 232.29, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 207.84, ""status"": ""Paid""}]"
UMobile,RM136 Monthly Plan,df08e386-57df-4293-8ed6-d373a1991a71,"[{""month"": ""2024-11"", ""amount"": 441.07, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 314.82, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 349.07, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 419.62, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 394.46, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 475.27, ""status"": ""Paid""}]"
Maxis,RM131 Monthly Plan,907be950-38fd-4adf-a859-274e87f8e0bd,"[{""month"": ""2024-11"", ""amount"": 147.04, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 279.73, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 180.03, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 289.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 276.04, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 54.02, ""status"": ""Paid""}]"
Celcom,RM95 Monthly Plan,a69565b1-4301-4bd5-8977-46e2193bcf7e,"[{""month"": ""2024-11"", ""amount"": 79.02, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 296.07, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 300.84, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 176.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 463.07, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 89.88, ""status"": ""Paid""}]"
Celcom,RM121 Monthly Plan,83f7bc1c-28ce-4243-90f8-eca87ae41ecb,"[{""month"": ""2024-11"", ""amount"": 344.85, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 310.15, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 250.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 384.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 240.75, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 94.4, ""status"": ""Paid""}]"
Maxis,RM71 Monthly Plan,e245bdd2-3085-45b5-affa-af87eaf89329,"[{""month"": ""2024-11"", ""amount"": 348.76, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 133.61, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 388.89, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 131.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 419.98, ""status"": ""Pending""}, {""month"": ""2024-07"", ""amount"": 191.75, ""status"": ""Paid""}]"
Digi,RM141 Monthly Plan,9e402bd4-b60e-47bc-95e5-6af5a4b97be6,"[{""month"": ""2024-11"", ""amount"": 67.23, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 183.34, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 391.65, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 341.64, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 400.96, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 347.68, ""status"": ""Paid""}]"
Digi,RM124 Monthly Plan,0fa4e6fa-ed62-43c7-9e58-e70a7a596124,"[{""month"": ""2024-11"", ""amount"": 285.8, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 354.73, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 115.25, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 269.21, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 226.55, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 70.97, ""status"": ""Paid""}]"
Digi,RM109 Monthly Plan,3a31c16b-8678-4141-a835-2ddf336f1357,"[{""month"": ""2024-11"", ""amount"": 175.55, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 405.06, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 85.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 109.04, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 341.72, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 307.91, ""status"": ""Paid""}]"
Maxis,RM44 Monthly Plan,d7de4b1f-e3e1-4dba-8147-dd9ed14ce0a0,"[{""month"": ""2024-11"", ""amount"": 342.91, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 222.97, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 495.46, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 425.66, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 366.53, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 388.36, ""status"": ""Paid""}]"
Celcom,RM87 Monthly Plan,c61b48ca-a92f-47ee-bc9c-8aa5bc76025a,"[{""month"": ""2024-11"", ""amount"": 164.4, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 305.24, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 122.1, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 161.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 185.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 195.75, ""status"": ""Paid""}]"
UMobile,RM145 Monthly Plan,0beefce9-f944-4602-8cd0-486ea308aa8d,"[{""month"": ""2024-11"", ""amount"": 206.27, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 276.06, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 109.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 497.88, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 478.3, ""status"": ""Paid""}]"
Celcom,RM70 Monthly Plan,0a93893e-4e22-473f-b977-11f4a2d7dff6,"[{""month"": ""2024-11"", ""amount"": 69.66, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 490.16, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 109.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 137.99, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 153.02, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 70.29, ""status"": ""Paid""}]"
Maxis,RM80 Monthly Plan,f66b7a6d-356b-488e-9335-75cf58a8fdfa,"[{""month"": ""2024-11"", ""amount"": 447.97, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 138.5, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 432.3, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 118.28, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 382.65, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 478.32, ""status"": ""Paid""}]"
UMobile,RM117 Monthly Plan,c4b69609-330c-439d-b51e-5ce3120a0da8,"[{""month"": ""2024-11"", ""amount"": 314.36, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 329.39, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 81.58, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 309.68, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 345.49, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 126.58, ""status"": ""Paid""}]"
Celcom,RM92 Monthly Plan,4c3b6300-8214-4ba3-ba5a-40ab67d9038f,"[{""month"": ""2024-11"", ""amount"": 402.09, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 141.05, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 355.08, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 111.33, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 112.37, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 84.61, ""status"": ""Paid""}]"
